Rhododendron ponticum,Catechin
Rhododendron praevernum,Catechin
Rhododendron smirnowii,Catechin
Rhododendron ungernii,Catechin
Erythroxylum cambodianum,Catechin
Eucommia ulmoides Oliver,Catechin
Croton urucurana,Catechin
Acacia adunca,Catechin
Acacia calamifolia,Catechin
Acacia cardiophylla,Catechin
Acacia catechu,Catechin
Acacia chrysotricha,Catechin
Acacia concurrens,Catechin
Acacia constablei,Catechin
Acacia cultriformis,Catechin
Acacia dealbata,Catechin
Acacia deanei,Catechin
Acacia decurrens,Catechin
Acacia elata,Catechin
Acacia erioloba,Catechin
Acacia falciformis,Catechin
Acacia filicifolia,Catechin
Acacia fimbriata,Catechin
Acacia holosericea,Catechin
Acacia irrorata,Catechin
Acacia ixiophylla,Catechin
Acacia kettlewelliae,Catechin
Acacia lanigera,Catechin
Acacia leucoclada,Catechin
Acacia longifolia,Catechin
Acacia mabellae,Catechin
Acacia mearnsii,Catechin
Acacia melanoxylon,Catechin
Acacia mollifolia,Catechin
Acacia neriifolia,Catechin
Acacia nilotica,Catechin
Acacia obtusifolia,Catechin
Acacia omalophylla,Catechin
Acacia oshanesii,Catechin
Acacia oswaldii,Catechin
Acacia parramattensis,Catechin
Acacia pendula,Catechin
Acacia planifrons,Catechin
Acacia retinodes,Catechin
Acacia rigens,Catechin
Acacia silvestris,Catechin
Acacia terminalis,Catechin
Acacia trachyphloia,Catechin
Acacia verniciflua,Catechin
Acacia vestita,Catechin
Alhagi kirghisorum,Catechin
Alhagi maurorum,Catechin
Arachis hypogaea,Catechin
Astragalus floccosifolius,Catechin
Astragalus kabadianus,Catechin
Cassia fistula,Catechin
Cassia roxburghii,Catechin
Colophospermum mopane,Catechin
Eysenhardtia subcoriacea Pennell,Catechin
Gleditsia triacanthos,Catechin
Medicago truncatula,Catechin
Parkia biglobosa,Catechin
Prosopis nigra,Catechin
Prosopis torquata,Catechin
Schotia brachypetala,Catechin
Sophora flavescens,Catechin
Sophora japonica,Catechin
Vicia faba,Catechin
Vigna angularis,Catechin
Wisteria sinensis,Catechin
Quercus robur,Catechin
Pelargonium reniforme,Catechin
Pelargonium sidoides,Catechin
Ginkgo biloba,Catechin
Liquidambar styraciflua,Catechin
Thalassia ciliatum,Catechin
Cinnamomum sieboldii,Catechin
Cinnamomum subavenium,Catechin
Laurus nobilis,Catechin
Machilus thunbergii,Catechin
Scurrula atropurpurea,Catechin
Punica granatum,Catechin
Ceiba pentandra,Catechin
Cola acuminata,Catechin
Theobroma grandiflorum,Catechin
Toona sinensis,Catechin
Xylocarpus granatum,Catechin
Artocarpus dadah,Catechin
Musa acuminata,Catechin
Eucalyptus camaldulensis,Catechin
Averrhoa carambola,Catechin
Areca catechu,Catechin
Chamaerops humilis,Catechin
Desmoncus polyacanthos,Catechin
Trachycarpus fortunei,Catechin
Phyllanthus emblica,Catechin
Larix sibirica,Catechin
Picea abies,Catechin
Polygonum cuspidatum,Catechin
Polygonum hydropiper,Catechin
Rheum emodi,Catechin
Rheum palmatum,Catechin
Rheum tanguticum,Catechin
Rumex patientia,Catechin
Ziziphus jujuba,Catechin
Crataegus monogyna calli,Catechin
Prunus avium,Catechin
Prunus persica,Catechin
Prunus tomentosa,Catechin
Rosa amblyotis,Catechin
Rosa cymosa,Catechin
Rosa maximowicziana,Catechin
Uncaria gambir,Catechin
Uncaria lanosa,Catechin
Euodia meliaefolia,Catechin
Salix caprea,Catechin
Acer nikoense,Catechin
Taxus fuana,Catechin
Taxus yunnanensis,Catechin
Camellia sinensis,Catechin
Ampelopsis japonica,Catechin
Vitis vinifera,Catechin
Etlingera elatior,Catechin
Mangifera indica ,Cyanidin
Daucus carota ,Cyanidin
Aechmea glomerata,Cyanidin
Arabidopsis thaliana,Cyanidin
Brassica napa,Cyanidin
Brassica oleracea ,Cyanidin
Raphanus sativus ,Cyanidin
Thuja plicata,Cyanidin
Dioscorea alata ,Cyanidin
Vaccinium alaskaense,Cyanidin
Vaccinium angustifolium ,Cyanidin
Vaccinium myrtillus ,Cyanidin
Vaccinium uliginosum ,Cyanidin
Medicago arabica,Cyanidin
Medicago truncatula,Cyanidin
Sophora flavescens ,Cyanidin
Vigna angularis ,Cyanidin
Ginkgo biloba ,Cyanidin
Anigozanthos pulcherrimus,Cyanidin
Anigozanthos rufus,Cyanidin
Punica granatum ,Cyanidin
Magnolia denudata ,Cyanidin
Magnolia liliiflora ,Cyanidin
Hibiscus mutabilis ,Cyanidin
Syzygium cumini ,Cyanidin
Abies amabilis,Cyanidin
Abies grandis,Cyanidin
Antirrhinum majus ,Cyanidin
Zea mays ,Cyanidin
Polygonum  senticosum,Cyanidin
Polygonum perfoliatum,Cyanidin
Prunus avium ,Cyanidin
Capsicum annuum ,Cyanidin
Petunia hybrida,Cyanidin
Euscaphis konishii,Cyanidin
Taxus chinensis,Cyanidin
Vitis labrusca ,Cyanidin
Vitis vinifera ,Cyanidin
Allium Sativum,Epicatechin
Annona muricata,Epicatechin
Xylopia vielana,Epicatechin
Ecdysanthera utilis,Epicatechin
Humulus lupulus,Epicatechin
Celastrus orbiculatus,Epicatechin
Maytenus heterophylla,Epicatechin
Salacia prinoides,Epicatechin
Cistus salviifolius,Epicatechin
Combretum quadrangulare,Epicatechin
Convallaria keiskei,Epicatechin
Rhodiola crenulata,Epicatechin
Arabidopsis thaliana,Epicatechin
Momordica charantia,Epicatechin
Chamaecyparis formosensis,Epicatechin
Elaeagnus angustifolia,Epicatechin
Ephedra nebrodensis,Epicatechin
Ephedra sinica,Epicatechin
Rhododendron calophytum,Epicatechin
Rhododendron catawbiense,Epicatechin
Rhododendron fortunei,Epicatechin
Rhododendron galactinum,Epicatechin
Rhododendron insigne,Epicatechin
Rhododendron kaempferi,Epicatechin
Rhododendron micranthum,Epicatechin
Rhododendron mucronatum,Epicatechin
Rhododendron oreotrephes,Epicatechin
Rhododendron ponticum,Epicatechin
Rhododendron praevernum,Epicatechin
Rhododendron smirnowii,Epicatechin
Rhododendron ungernii,Epicatechin
Vaccinium macrocarpon,Epicatechin
Erythroxylum cambodianum,Epicatechin
Acacia adunca,Epicatechin
Acacia baileyana,Epicatechin
Acacia calamifolia,Epicatechin
Acacia catechu,Epicatechin
Acacia concurrens,Epicatechin
Acacia dealbata,Epicatechin
Acacia deanei,Epicatechin
Acacia falciformis,Epicatechin
Acacia fimbriata,Epicatechin
Acacia homalophylla,Epicatechin
Acacia ixiophylla,Epicatechin
Acacia lanigera,Epicatechin
Acacia mabellae,Epicatechin
Acacia melanoxylon,Epicatechin
Acacia mollifolia,Epicatechin
Acacia nilotica,Epicatechin
Acacia obtusifolia,Epicatechin
Acacia oswaldii,Epicatechin
Acacia pendula,Epicatechin
Acacia pycnantha,Epicatechin
Acacia retinodes,Epicatechin
Acacia rigens,Epicatechin
Acacia verniciflua,Epicatechin
Cassia fistula,Epicatechin
Cassia javanica,Epicatechin
Colophospermum mopane,Epicatechin
Eysenhardtia subcoriacea Pennell,Epicatechin
Lupinus albus,Epicatechin
Medicago truncatula,Epicatechin
Millettia brandisiana,Epicatechin
Pterocarpus marsupium,Epicatechin
Saraca asoca,Epicatechin
Schotia brachypetala,Epicatechin
Sophora flavescens,Epicatechin
Sophora japonica,Epicatechin
Spatholobus suberectus,Epicatechin
Tamarindus indica,Epicatechin
Vicia faba,Epicatechin
Wisteria sinensis,Epicatechin
Geranium pratense,Epicatechin
Ginkgo biloba,Epicatechin
Dicranopteris pedata,Epicatechin
Hypericum perforatum,Epicatechin
Cinnamomum sieboldii,Epicatechin
Cinnamomum subavenium,Epicatechin
Laurus nobilis,Epicatechin
Scurrula atropurpurea,Epicatechin
Punica granatum,Epicatechin
Theobroma cacao,Epicatechin
Theobroma grandiflorum,Epicatechin
Azadirachta indica,Epicatechin
Toona sinensis,Epicatechin
Brosimopsis acutifolium,Epicatechin
Musa acuminata,Epicatechin
Myrica nagi,Epicatechin
Calycolpus warszewiczianus,Epicatechin
Ochna beddomei,Epicatechin
Euterpe oleracea,Epicatechin
Phyllanthus emblica,Epicatechin
Larix sibirica,Epicatechin
Podocarpus nagi,Epicatechin
Fagopyrum esculentum,Epicatechin
Fagopyrum homotropicum,Epicatechin
Polygonum bistorta,Epicatechin
Polygonum hydropiper,Epicatechin
Rheum emodi,Epicatechin
Rumex japonicus,Epicatechin
Chaenomeles japonica,Epicatechin
Cowania mexicana,Epicatechin
Crataegus monogyna,Epicatechin
Eriobotrya japonica,Epicatechin
Potentilla anserina,Epicatechin
Prunus avium,Epicatechin
Prunus domestica,Epicatechin
Cinchona succirubra,Epicatechin
Uncaria elliptica,Epicatechin
Uncaria gambir,Epicatechin
Uncaria rhynchophylla,Epicatechin
Uncaria tomentosa,Epicatechin
Acer nikoense,Epicatechin
Aesculus californica,Epicatechin
Aesculus carnea,Epicatechin
Xanthoceras sorbifolia,Epicatechin
Kadsura heteroclita,Epicatechin
Camellia japonica,Epicatechin
Camellia sinensis,Epicatechin
Ampelopsis japonica,Epicatechin
Vitis vinifera,Epicatechin
Salacia prinoides,Epigallocatechin
Tripterygium hypoglaucum,Epigallocatechin
Cistus salviifolius,Epigallocatechin
Combretum quadrangulare,Epigallocatechin
Rhodiola sachalinensis,Epigallocatechin
Rhododendron catawbiense,Epigallocatechin
Rhododendron micranthum,Epigallocatechin
Rhododendron oreotrephes,Epigallocatechin
Rhododendron praevernum,Epigallocatechin
Rhododendron smirnowii,Epigallocatechin
Rhododendron ungernii,Epigallocatechin
Croton lechleri,Epigallocatechin
Acacia nilotica,Epigallocatechin
Medicago truncatula,Epigallocatechin
Stryphnodendron adstringens,Epigallocatechin
Vicia faba,Epigallocatechin
Pelargonium sidoides,Epigallocatechin
Ginkgo biloba,Epigallocatechin
Punica granatum,Epigallocatechin
Guazuma ulmifolia,Epigallocatechin
Myrica rubra,Epigallocatechin
Phyllanthus emblica,Epigallocatechin
Pinus sibirica,Epigallocatechin
Xanthoceras sorbifolia,Epigallocatechin
Taxus fuana,Epigallocatechin
Taxus yunnanensis,Epigallocatechin
Camellia sinensis,Epigallocatechin
Mentha piperita ,Eriocitrin
Myoporum tenuifolium,Eriocitrin
Citrus sudachi ,Eriocitrin
Anthemis altissima ,Eriodictyol
Chrysothamnus viscidiflorus,Eriodictyol
Eupatorium subhastatum ,Eriodictyol
Filifolium sibiricum,Eriodictyol
Onopordum acanthium ,Eriodictyol
Rhaponticum carthamoides ,Eriodictyol
Tessaria dodoneifolia,Eriodictyol
Erycibe expansa ,Eriodictyol
Rhodiola sachalinensis ,Eriodictyol
Lyonia ovalifolia ,Eriodictyol
Arachis hypogaea ,Eriodictyol
Bauhinia guianensis ,Eriodictyol
Dalbergia odorifera ,Eriodictyol
Dipteryx odorata ,Eriodictyol
Eysenhardtia subcoriacea Pennell,Eriodictyol
Spatholobus suberectus Dunn ,Eriodictyol
Vicia faba ,Eriodictyol
Ginkgo biloba ,Eriodictyol
Eriodictyon californicum ,Eriodictyol
Elsholtzia bodinieri,Eriodictyol
Mentha longifolia ,Eriodictyol
Phlomis nissolii,Eriodictyol
Rosmarinus officinalis ,Eriodictyol
Satureja subspicata ,Eriodictyol
Scutellaria baicalensis ,Eriodictyol
Thymus vulgaris ,Eriodictyol
Punica granatum ,Eriodictyol
Phyllanthus emblica ,Eriodictyol
Pinus sibirica,Eriodictyol
Rhamnus disperma,Eriodictyol
Prunus armygdalus,Eriodictyol
Prunus avium ,Eriodictyol
Citrus unshiu Markovich ,Eriodictyol
Euscaphis konishii,Eriodictyol
Taxus chinensis,Eriodictyol
Taxus fuana,Eriodictyol
Taxus yunnanensis,Eriodictyol
Cistus salviifolius,Gallocatechin
Combretum quadrangulare,Gallocatechin
Rhododendron catawbiense,Gallocatechin
Rhododendron fortunei,Gallocatechin
Rhododendron kaempferi,Gallocatechin
Rhododendron micranthum,Gallocatechin
Rhododendron smirnowii,Gallocatechin
Rhododendron ungernii,Gallocatechin
Croton lechleri,Gallocatechin
Croton urucurana,Gallocatechin
Acacia adunca,Gallocatechin
Acacia baileyana,Gallocatechin
Acacia binervata,Gallocatechin
Acacia calamifolia,Gallocatechin
Acacia cardiophylla,Gallocatechin
Acacia chrysotricha,Gallocatechin
Acacia concurrens,Gallocatechin
Acacia constablei,Gallocatechin
Acacia cultriformis,Gallocatechin
Acacia cyanophylla,Gallocatechin
Acacia dealbata,Gallocatechin
Acacia deanei,Gallocatechin
Acacia decurrens,Gallocatechin
Acacia elata,Gallocatechin
Acacia falciformis,Gallocatechin
Acacia farnesiana,Gallocatechin
Acacia filicifolia,Gallocatechin
Acacia fimbriata,Gallocatechin
Acacia holosericea,Gallocatechin
Acacia horrida,Gallocatechin
Acacia irrorata,Gallocatechin
Acacia kettlewelliae,Gallocatechin
Acacia lanigera,Gallocatechin
Acacia leucoclada,Gallocatechin
Acacia longifolia,Gallocatechin
Acacia mabellae,Gallocatechin
Acacia mearnsii,Gallocatechin
Acacia melanoxylon,Gallocatechin
Acacia mellifera,Gallocatechin
Acacia mollifolia,Gallocatechin
Acacia neriifolia,Gallocatechin
Acacia nilotica,Gallocatechin
Acacia obtusifolia,Gallocatechin
Acacia oshanesii,Gallocatechin
Acacia oswaldii,Gallocatechin
Acacia parramattensis,Gallocatechin
Acacia pycnantha,Gallocatechin
Acacia retinodes,Gallocatechin
Acacia rigens,Gallocatechin
Acacia saligna,Gallocatechin
Acacia seyal,Gallocatechin
Acacia sieberiana,Gallocatechin
Acacia silvestris,Gallocatechin
Acacia terminalis,Gallocatechin
Acacia tortilis,Gallocatechin
Acacia trachyphloia,Gallocatechin
Acacia verniciflua,Gallocatechin
Acacia vestita,Gallocatechin
Medicago truncatula,Gallocatechin
Psoralea repens,Gallocatechin
Pterocarpus angolensis,Gallocatechin
Pueraria phaseoloides,Gallocatechin
Retama monosperma,Gallocatechin
Retama raetam,Gallocatechin
Rhynchosia caribaea,Gallocatechin
Rhynchosia densiflora,Gallocatechin
Rhynchosia hirsuta,Gallocatechin
Rhynchosia phaseoloides,Gallocatechin
Rhynchosia pyramidalis,Gallocatechin
Strongylodon macrobotrys,Gallocatechin
Stryphnodendron adstringens,Gallocatechin
Teyleria koordersii,Gallocatechin
Thermopsis alterniflora,Gallocatechin
Thermopsis macrophylla,Gallocatechin
Thermopsis mollis,Gallocatechin
Thermopsis rhombifolia,Gallocatechin
Thermopsis villosa,Gallocatechin
Trifolium campestre,Gallocatechin
Trifolium globosum,Gallocatechin
Trifolium pannonicum,Gallocatechin
Trifolium repens,Gallocatechin
Ulex boivinii,Gallocatechin
Ulex europaeus,Gallocatechin
Ulex gallii,Gallocatechin
Ulex genistoides,Gallocatechin
Ulex micranthus,Gallocatechin
Ulex minor,Gallocatechin
Ulex parviflorus,Gallocatechin
Vandasina retusa,Gallocatechin
Vicia faba,Gallocatechin
Vigna angularis,Gallocatechin
Vigna mungo,Gallocatechin
Vigna radiata,Gallocatechin
Vigna subterranea,Gallocatechin
Wisteria brachybotrys,Gallocatechin
Wisteria sinensis,Gallocatechin
Pelargonium reniforme,Gallocatechin
Pelargonium sidoides,Gallocatechin
Ginkgo biloba,Gallocatechin
Laurus nobilis,Gallocatechin
Punica granatum,Gallocatechin
Hordeum vulgare,Gallocatechin
Kandelia candel,Gallocatechin
Taxus fuana,Gallocatechin
Taxus yunnanensis,Gallocatechin
Camellia sinensis,Gallocatechin
Ampelopsis japonica,Gallocatechin
Bupleurum scorzonerifolium ,Genistein
Aloe vera ,Genistein
Erycibe expansa ,Genistein
Arabidopsis thaliana,Genistein
Brassica oleracea ,Genistein
Erythroxylum ulei,Genistein
Acacia adunca,Genistein
Acacia baileyana,Genistein
Acacia binervata,Genistein
Acacia calamifolia,Genistein
Acacia cardiophylla,Genistein
Acacia chrysotricha,Genistein
Acacia concurrens,Genistein
Acacia constablei,Genistein
Acacia cultriformis,Genistein
Acacia dealbata,Genistein
Acacia deanei,Genistein
Acacia decurrens,Genistein
Acacia elata,Genistein
Acacia falciformis,Genistein
Acacia filicifolia,Genistein
Acacia fimbriata,Genistein
Acacia holosericea ,Genistein
Acacia irrorata,Genistein
Acacia kettlewelliae,Genistein
Acacia lanigera,Genistein
Acacia leucoclada,Genistein
Acacia longifolia,Genistein
Acacia mabellae,Genistein
Acacia mearnsii ,Genistein
Acacia melanoxylon ,Genistein
Acacia mollifolia,Genistein
Acacia neriifolia,Genistein
Acacia obtusifolia,Genistein
Acacia oshanesii,Genistein
Acacia oswaldii,Genistein
Acacia parramattensis,Genistein
Acacia pycnantha,Genistein
Acacia retinodes,Genistein
Acacia rigens,Genistein
Acacia silvestris,Genistein
Acacia terminalis,Genistein
Acacia trachyphloia,Genistein
Acacia verniciflua,Genistein
Acacia vestita,Genistein
Adenocarpus decorticans,Genistein
Adenocarpus foliolosus,Genistein
Amphicarpaea bracteata,Genistein
Andira inermis ,Genistein
Apios americana ,Genistein
Arachis hypogaea ,Genistein
Baptisia alba,Genistein
Baptisia australis,Genistein
Baptisia bracteata,Genistein
Baptisia calycosa,Genistein
Baptisia cinerea,Genistein
Baptisia lanceolata,Genistein
Baptisia lecontei,Genistein
Baptisia megacarpa,Genistein
Baptisia nuttalliana,Genistein
Baptisia perfoliata,Genistein
Baptisia tinctoria ,Genistein
Bowdichia nitida,Genistein
Cajanus cajan ,Genistein
Cajanus scarabaeoides,Genistein
Calicotome spinosa,Genistein
Calicotome villosa ,Genistein
Calopogonium caeruleum,Genistein
Camptosema rubicundum,Genistein
Canavalia eurycarpa,Genistein
Canavalia gladiata ,Genistein
Cicer arietinum ,Genistein
Clitoria falcata,Genistein
Clitoria ternatea ,Genistein
Crotalaria juncea ,Genistein
Cytisus albus,Genistein
Cytisus baeticus,Genistein
Cytisus commutatus,Genistein
Cytisus fontanesii,Genistein
Cytisus proliferus,Genistein
Cytisus ratisbonensis,Genistein
Cytisus scoparius ,Genistein
Cytisus striatus,Genistein
Dalbergia odorifera ,Genistein
Derris scandens ,Genistein
Desmodium gangeticum ,Genistein
Desmodium uncinatum,Genistein
Dipogon lignosus,Genistein
Dunbaria villosa,Genistein
Echinosophora koreensis,Genistein
Echinospartum horridum,Genistein
Erinacea anthyllis,Genistein
Eriosema glomeratum ,Genistein
Eriosema nutans,Genistein
Eriosema psoraleoides,Genistein
Erythrina burttii,Genistein
Erythrina indica ,Genistein
Erythrina latissima,Genistein
Euchresta formosana,Genistein
Flemingia macrophylla ,Genistein
Flemingia philippinensis,Genistein
Flemingia stricta ,Genistein
Flemingia strobilifera ,Genistein
Galactia jussiaeana,Genistein
Genista acanthoclada,Genistein
Genista albida,Genistein
Genista anglica,Genistein
Genista canariensis,Genistein
Genista cupanii,Genistein
Genista depressa,Genistein
Genista ephedroides,Genistein
Genista hispanica,Genistein
Genista hystrix,Genistein
Genista linifolia,Genistein
Genista lobelii,Genistein
Genista microphylla,Genistein
Genista monspessulana,Genistein
Genista morisii,Genistein
Genista obtusiramea,Genistein
Genista pulchella,Genistein
Genista radiata,Genistein
Genista sagittalis,Genistein
Genista salzmannii,Genistein
Genista scorpius,Genistein
Genista sericea,Genistein
Genista sessilifolia,Genistein
Genista spartioides,Genistein
Genista stenopetala,Genistein
Genista subcapitata,Genistein
Genista tinctoria ,Genistein
Genista triacanthos,Genistein
Genista tridens,Genistein
Genista tridentata,Genistein
Genista ulicina,Genistein
Glycine canescens,Genistein
Glycine clandestina,Genistein
Glycine falcata,Genistein
Glycine latifolia,Genistein
Glycine max ,Genistein
Glycine tabacina,Genistein
Glycine tomentella,Genistein
Glycyrrhiza glabra ,Genistein
Glycyrrhiza inflata ,Genistein
Glycyrrhiza uralensis ,Genistein
Hardenbergia violacea,Genistein
Kennedia coccinea,Genistein
Kennedia nigricans,Genistein
Kennedia procurrens,Genistein
Kennedia rubicunda,Genistein
Lablab purpureus ,Genistein
Laburnum anagyroides ,Genistein
Lespedeza cyrtobotrya,Genistein
Lespedeza juncea,Genistein
Lupinus albus ,Genistein
Lupinus arboreus,Genistein
Lupinus arcticus,Genistein
Lupinus elegans,Genistein
Lupinus luteus ,Genistein
Lupinus mutabilis,Genistein
Lupinus nanus,Genistein
Lupinus pilosus,Genistein
Lupinus sericeus,Genistein
Lupinus subcarnosus,Genistein
Lupinus texensis,Genistein
Maackia amurensis ,Genistein
Macroptilium bracteatum,Genistein
Macroptilium lathyroides,Genistein
Macroptilium martii,Genistein
Medicago arabica,Genistein
Medicago sativa ,Genistein
Medicago truncatula,Genistein
Millettia dielsiana,Genistein
Mucuna pruriens ,Genistein
Neonotonia wightii,Genistein
Neorautanenia amboensis,Genistein
Ononis spinosa ,Genistein
Ormosia monosperma,Genistein
Otholobium bolusii,Genistein
Otholobium bracteolatum,Genistein
Otholobium candicans,Genistein
Otholobium hirtum,Genistein
Otholobium spicatum,Genistein
Otholobium striatum,Genistein
Otholobium uncinatum,Genistein
Otholobium wilmsii,Genistein
Pericopsis laxiflora ,Genistein
Phaseolus coccineus ,Genistein
Phaseolus lunatus ,Genistein
Phaseolus vulgaris ,Genistein
Piptanthus nepalensis,Genistein
Pisum sativum ,Genistein
