PDB	PC	IUPAC	InChI	InChIKey	CannonSMILES	IsoSMILES	Formula	Weight	Charge	Fingerprint2D	#RotatableBonds	#HeavyAtoms	#IsotopeAtoms	#StereoAtoms	#DefStereoAtoms	#UndefStereoAtoms	#StereoBonds	#DefStereoBonds	#UndefStereoBonds	#CovalentUnits	#HBondDonors	#HBondAcceptors	CAS ID(S)	MMDBID(S)	ProtGI(S)	NTGI(S)	TaxID(S)	MIMID(S)	GeneID(S)	ProbeID(S)	Synonyms (!! Separated)	ZINC ID	ChemTik ID	CHEMBL ID	CHEBI ID	BindingDB ID	SureChEMBL ID	EPA DSSTox
0FO	54691404	6-bromo-4-hydroxychromen-2-one	InChI=1S/C9H5BrO3/c10-5-1-2-8-6(3-5)7(11)4-9(12)13-8/h1-4,11H	KNMCTCABMSGXGR-UHFFFAOYSA-N	C1=CC2=C(C=C1Br)C(=CC(=O)O2)O	C1=CC2=C(C=C1Br)C(=CC(=O)O2)O	C9H5BrO3	241.04	0	AAADcYBwMAAAEAAAAAAAAAAAAAAAAAAAAAAwQAAAAAAAAACBAAAAGgBACAABrASAmAAwDoAABgCIAiDSCAACCAAgIAQIiAAGCOgMJyKEMRqCeiClwBEIuxeAwCAOABAAEAAIAAAAIAAgABAAAAAAAAAAAA==	0	13	0	0	0	0	0	0	0	1	1	3	18735-82-5,4139-61-1	98204	None	None	None	None	None	None	6-Bromo-4-Hydroxycoumarin!!4139-61-1!!6-bromo-4-hydroxy-2h-chromen-2-one!!6-bromo-4-hydroxychromen-2-one!!6-Bromo-4-hydroxy-2H-1-Benzopyran-2-one!!2H-1-Benzopyran-2-one, 6-bromo-4-hydroxy-!!4-hydroxy-6-bromocoumarin!!CHEMBL2032372!!4-hydroxy-6-bromo-2H-1-benzopyran-2-one!!SCHEMBL2761544!!CTK4I4779!!KS-00002WZR!!ZINC57985!!DTXSID20715866!!ACT08288!!ANW-57783!!BDBM50383269!!SBB067637!!AKOS005203312!!6-Bromo-4-hydroxycoumarin, AldrichCPR!!CCG-244315!!FS-1301!!MCULE-8864295793!!VZ30673!!6-Bromo-4-hydroxycoumarin 4139-61-1!!DB-049748!!2H-1-Benzopyran-2-one,6-bromo-4-hydroxy-!!FT-0635147!!ST50319449!!V5854!!A18758!!K-8740!!139B611!!Q27451062!!F1967-2400!!0FO	ZINC57985	CTK4I4779	CHEMBL2032372	NONE	BDBM50383269	SCHEMBL2761544	DTXSID20715866	
0LV	2795472	(2,2-dimethyl-3H-1-benzofuran-7-yl)methanol	InChI=1S/C11H14O2/c1-11(2)6-8-4-3-5-9(7-12)10(8)13-11/h3-5,12H,6-7H2,1-2H3	LKFXMRFTJVYQMT-UHFFFAOYSA-N	CC1(CC2=C(O1)C(=CC=C2)CO)C	CC1(CC2=C(O1)C(=CC=C2)CO)C	C11H14O2	178.23	0	AAADccBwMAAAAAAAAAAAAAAAAAAAASAAAAAwAAAAAAAAAEgBAAAAGgAACAAADESgmAIyBoAABgCAAiBCAAACCAAgIAAIiAAECIgMNyKEMRqCeCClwBEIuAeAwPAOAAACAAAIAAAAAAQAABAAAAAAAAAAAA==	1	13	0	0	0	0	0	0	0	1	1	2	38002-89-0,934361-13-4	103041	None	None	None	None	None	None	(2,2-Dimethyl-2,3-dihydro-1-benzofuran-7-yl)methanol!!38002-89-0!!(2,2-dimethyl-3H-1-benzofuran-7-yl)methanol!!(2,2-Dimethyl-2,3-dihydrobenzofuran-7-yl)methanol!!7-Benzofuranmethanol,2,3-dihydro-2,2-dimethyl-!!0LV!!PubChem7033!!4dt2!!SCHEMBL1892244!!CHEMBL4226715!!CTK4H9123!!DTXSID10383694!!ZINC4271744!!SBB067518!!AKOS006230452!!AS-9968!!SDCCGMLS-0066068.P001!!VZ20025!!DB-017912!!FT-0604573!!Y8930!!2,3-dihydro-2,2-dimethylbenzofuran-7-ylmethanol!!7-Benzofuranmethanol, 2,3-dihydro-2,2-dimethyl-!!J-500542!!Q27451205!!(2,2-dimethyl-2,3-dihydrobenzo[2,3-b]furan-7-yl)methan-1-ol	ZINC4271744	CTK4H9123	CHEMBL4226715	NONE	NONE	SCHEMBL1892244	DTXSID10383694	
0NN	10296561	(2R)-1-benzyl-N-(3-spiro[1H-2-benzofuran-3,4'-piperidine]-1'-ylpropyl)pyrrolidine-2-carboxamide	InChI=1S/C27H35N3O2/c31-26(25-12-6-17-30(25)20-22-8-2-1-3-9-22)28-15-7-16-29-18-13-27(14-19-29)24-11-5-4-10-23(24)21-32-27/h1-5,8-11,25H,6-7,12-21H2,(H,28,31)/t25-/m1/s1	MAKMQGKJURAJEN-RUZDIDTESA-N	C1CC(N(C1)CC2=CC=CC=C2)C(=O)NCCCN3CCC4(CC3)C5=CC=CC=C5CO4	C1C[C@@H](N(C1)CC2=CC=CC=C2)C(=O)NCCCN3CCC4(CC3)C5=CC=CC=C5CO4	C27H35N3O2	433.6	0	AAADcfB7MAAAAAAAAAAAAAAAAAAAAWJAAAA8YIAAAAAAAEgBQAAAHgAQAAAADGzhmAYwAIPABACIAiFSEACCAAAgAAAIiIGIDIgIZjKA8TmWMAhm1gGIqAeYweAOgAAAAAAQAAAAAAAAACAAAAAAAAAAAA==	7	32	0	1	1	0	0	0	0	1	1	4	475150-69-7	99102	None	None	None	None	None	None	475150-69-7!!compound 24 [PMID: 16451050]!!CHEMBL201945!!1-Benzyl-N-[3-(1'h,3h-Spiro[2-Benzofuran-1,4'-Piperidin]-1'-Yl)propyl]-D-Prolinamide!!BAN ORL 24 HCL!!(R)-N-(3-(3H-spiro[isobenzofuran-1,4'-piperidine]-1'-yl)propyl)-1-benzylpyrrolidine-2-carboxamide!!Banyu Compound-24!!(2R)-1-(Phenylmethyl)-N-[3-(spiro[isobenzofuran-1(3H),4'-piperidin]-1-yl)propyl-2-pyrrolidinecarboxamide!!BAN ORL 24HCL!!BAN-ORL-24!!GTPL7361!!BCPP000353!!BCP02619!!ABP000130!!BDBM50181392!!ZINC13679981!!BCP9000378!!QC-2645!!NCGC00387110-02!!Q27076461!!1-benzyl-N-[3-spiro[isobenzofuran-1(3H),4''-piperidine]-1-yl]propyl-D-prolineamide!!(2R)-1-(phenylmethyl)-N-(3-spiro[1H-2-benzofuran-3,4'-piperidine]-1'-ylpropyl)pyrrolidine-2-carboxamide!!(2R)-1-benzyl-N-(3-spiro[1H-2-benzofuran-3,4'-piperidine]-1'-ylpropyl)pyrrolidine-2-carboxamide!!(2R)-1-Benzyl-N-(3-spiro[isobenzofuran-1(3H),4'-piperidin]-1'-ylpropyl)-2-pyrrolidinecarboxamide!!(R)-N-(3-(3H-spiro[isobenzofuran-1,4''-piperidine]-1''-yl)propyl)-1-benzylpyrrolidine-2-carboxamide!!(R)-N-(3-(3H-Spiro[isobenzofuran-1,4'-piperidin]-1'-yl)propyl)-1-benzylpyrrolidine-2-carboxamide!!0NN	ZINC13679981	NONE	CHEMBL201945	NONE	BDBM50181392	NONE	NONE	
0XE	64982	(2S,3S,4S,5R,6S)-6-(5,6-dihydroxy-4-oxo-2-phenylchromen-7-yl)oxy-3,4,5-trihydroxyoxane-2-carboxylic acid	InChI=1S/C21H18O11/c22-9-6-10(8-4-2-1-3-5-8)30-11-7-12(14(23)15(24)13(9)11)31-21-18(27)16(25)17(26)19(32-21)20(28)29/h1-7,16-19,21,23-27H,(H,28,29)/t16-,17-,18+,19-,21+/m0/s1	IKIIZLYTISPENI-ZFORQUDYSA-N	C1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC4C(C(C(C(O4)C(=O)O)O)O)O)O)O	C1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O)O)O	C21H18O11	446.4	0	AAADceB4PAAAAAAAAAAAAAAAAAAAAAAAAAA0YIEAAAAAAACBQAAAGgAACAAADBSwmAMwDoAABgCIAqDSCAICCAAkIAAIiAFGiMgdNzaGNR6ieWOl4BUPuQfK7LzOIQABCAAIQABCAAIQABCAAAAAAAAAAA==	4	32	0	5	5	0	0	0	0	1	6	11	21967-41-9,31564-28-0,57396-78-8	105641,128562	None	None	10090,10114,10116,9606	176807,607592,610424	11622,13077,15368,15378,1543,1544,16176,16193,18126,1950,1956,196,2002,21405,216799,21926,23462,23493,24224,24401,24451,24498,24599,24835,24887,25290,25402,25493,25664,29260,29527,301059,309165,3170,3172,3280,4851,5315,56338,581,59086,595,690195,6927,7157,78943,81647,81670,83817,84352,890	None	Baicalin!!21967-41-9!!Baicalein 7-O-glucuronide!!7-D-Glucuronic acid-5,6-dihydroxyflavone!!Baicalein-7-O-glucuronide!!CHEBI:2981!!CHEMBL485818!!UNII-347Q89U4M5!!5,6-dihydroxy-4-oxo-2-phenyl-4H-chromen-7-yl beta-D-glucopyranosiduronic acid!!347Q89U4M5!!(2S,3S,4S,5R,6S)-6-((5,6-dihydroxy-4-oxo-2-phenyl-4H-chromen-7-yl)oxy)-3,4,5-trihydroxytetrahydro-2H-pyran-2-carboxylic acid!!(2S,3S,4S,5R,6S)-6-(5,6-dihydroxy-4-oxo-2-phenyl-chromen-7-yl)oxy-3,4,5-trihydroxy-tetrahydropyran-2-carboxylic acid!!5,6,7-trihydroxyflavone 7-O-beta-D-glucuronide!!BAICAILIN!!beta-D-Glucopyranosiduronic acid, 5,6-dihydroxy-4-oxo-2-phenyl-4H-1-benzopyran-7-yl!!(2S,3S,4S,5R,6S)-6-(5,6-DIHYDROXY-4-OXO-2-PHENYL-CHROMEN-7-YL)OXY-3,4,5-TRIHYDROXY-OXANE-2-CARBOXYLIC ACID!!31564-28-0!!5,6-dihydroxy-4-oxo-2-phenyl-4H-1-benzopyran-7-yl beta-D-glucopyranosiduronic acid!!baikalin!!Baicaloside!!Baicalin,(S)!!(2S,3S,4S,5R,6S)-6-(5,6-dihydroxy-4-oxo-2-phenyl-4H-chromen-7-yloxy)-3,4,5-trihydroxytetrahydro-2H-pyran-2-carboxylic acid!!0XE!!Baicalin, 95%!!BAICALEIN 7-O-BETA-D-GLUCURONIDE!!Baicalein-7-D-glucuronide!!SCHEMBL285082!!Baicalein 7-beta-D-glucuronide!!Baikal Skullcap Extract Baicalin!!CTK4G7360!!TJN-151!!BAICALIN 7-B-D-GLUCURONIDE!!Baicalin, >=99.0% (HPLC)!!(2S,3S,4S,5R,6R)-6-(5,6-dihydroxy-4-oxo-2-phenylchromen-7-yl)oxy-3,4,5-trihydroxyoxane-2-carboxylic acid!!HY-N0197!!ZINC3943903!!Baicalein 7-O-.beta.-D-glucuronide!!BDBM50242173!!CB0011!!MFCD00134418!!AKOS007930529!!AKOS015955933!!AB03742!!AC-7990!!AM84780!!CCG-214128!!CS-5302!!MCULE-3514254258!!MCULE-3859472029!!AS-13226!!H656!!LS-71490!!SC-12111!!AB0013169!!C10025!!967B419!!J-013512!!Q-100275!!Q2879368!!BRD-K49962337-001-01-1!!Baicalin, European Pharmacopoeia (EP) Reference Standard!!5,6,7-Trihydroxyflavone-7-O-.beta.-D-glucopyranosideuronic acid!!5,6-Dihydroxy-4-oxo-2-phenyl-4H-1-benzopyran-7-yl |A-D-Glucopyranosiduronic Acid!!5,6-dihydroxy-4-oxo-2-phenyl-4H-chromen-7-yl ss-D-glucopyranosiduronic acid!!(2S,3S,4S,5R,6S)-6-(5,6-dihydroxy-4-oxo-2-phenyl-4H-chromen-7-yloxy)-3,4,5-trihydroxy-tetrahydro-2H-pyran-2-carboxylic acid!!(2S,3S,4S,5R,6S)-6-(5,6-dihydroxy-4-oxo-2-phenyl-chromen-7-yl)oxy-3,4, 5-trihydroxy-oxane-2-carboxylic acid!!5,6-Dihydroxy-4-oxo-2-phenyl-4H-1-benzopyran-7-yl |A-D-Glucopyranosiduronic Acid 21967-41-9	ZINC3943903	CTK4G7360	CHEMBL485818	CHEBI:2981	BDBM50242173	SCHEMBL285082	NONE	
0XR	5317238	ethyl (E)-3-(3,4-dihydroxyphenyl)prop-2-enoate	InChI=1S/C11H12O4/c1-2-15-11(14)6-4-8-3-5-9(12)10(13)7-8/h3-7,12-13H,2H2,1H3/b6-4+	WDKYDMULARNCIS-GQCTYLIASA-N	CCOC(=O)C=CC1=CC(=C(C=C1)O)O	CCOC(=O)/C=C/C1=CC(=C(C=C1)O)O	C11H12O4	208.21	0	AAADccBwOAAAAAAAAAAAAAAAAAAAAAAAAAAwAAAAAAAAAAABAAAAGgAACAAADASgmAIyDoAABgCIAiDSCAACAAAgIAAIiAAGiMgJJiKCMRKCcAEkwBEJuYeAwBAOIAABAAAAQABAAAIAAACAAAAAAAAAAA==	4	15	0	0	0	0	1	1	0	1	2	4	102-37-4,66648-50-8,68137-08-6	None	None	None	9606	None	1000,1017,1019,2064,207,2260,3611,3675,3688,3791,5594,5595,5925	None	Ethyl caffeate!!102-37-4!!66648-50-8!!ethyl trans-caffeate!!Ethyl 3,4-dihydroxycinnamate!!Ethyl 3-(3,4-dihydroxyphenyl)acrylate!!Caffeic acid ethyl ester!!UNII-76GBB1JU5Y!!(E)-ethyl 3-(3,4-dihydroxyphenyl)acrylate!!76GBB1JU5Y!!CHEMBL17347!!CHEBI:69656!!3,4-Dihydroxycinnamic acid ethyl ester!!Ethyl (2e)-3-(3,4-Dihydroxyphenyl)prop-2-Enoate!!ethyl (E)-3-(3,4-dihydroxyphenyl)prop-2-enoate!!2-Propenoic acid, 3-(3,4-dihydroxyphenyl)-, ethyl ester!!4gqq!!(E)-ethyl caffeate!!ethyl 3-(3,4-dihydroxyphenyl)prop-2-enoate!!3-(3,4-Dihydroxy-phenyl)-acrylic acid ethyl ester!!SCHEMBL782032!!Ethyl Caffeate 102-37-4!!DTXSID70876375!!CHEBI:132714!!(E)-ethyl 3,4-dihydroxycinnamate!!HY-N6966!!ZINC1614326!!BDBM50029196!!MFCD00045754!!NSC619661!!AKOS005167063!!AKOS025310508!!CCG-266637!!CS-W019100!!NSC-619661!!AS-18100!!AS-69825!!Ethyl 3,4-dihydroxycinnamate, AldrichCPR!!AB0022043!!Ethyl 1-(3',4'-Dihydroxyphenyl)Propenate!!(E)-Ethyl Dihydroxycinnamate 66648-50-8!!Ethyl (E)-3-(3,4-dihydroxyphenyl)acrylate!!ethyl 3-(3,4-dihydroxyphenyl)-2-propenoate!!S5640!!W2117!!Z3811!!ethyl (2E)-3-(3,4-dihydroxyphenyl)acrylate!!Ethyl 1-(3'',4''-dihydroxyphenyl)propenate!!M-7861!!(E)-Ethyl 3-(3,4-dihydroxyphenyl)prop-2-enoate!!102E374!!Q5404446!!(E)-3-(3,4-Dihydroxy-phenyl)-acrylic acid ethyl ester	ZINC1614326	NONE	CHEMBL17347	CHEBI:69656,CHEBI:132714	BDBM50029196	SCHEMBL782032	DTXSID70876375	
113	5287417	(1R,3S)-7,8-dihydroxy-1-methoxy-3-methyl-10-oxo-3,4-dihydro-1H-pyrano[4,3-b]chromene-9-carboxylic acid	InChI=1S/C15H14O8/c1-5-3-7-10(15(21-2)22-5)13(18)9-8(23-7)4-6(16)12(17)11(9)14(19)20/h4-5,15-17H,3H2,1-2H3,(H,19,20)/t5-,15+/m0/s1	RSFJMLCZHPZXCW-AANKLQPISA-N	CC1CC2=C(C(O1)OC)C(=O)C3=C(O2)C=C(C(=C3C(=O)O)O)O	C[C@H]1CC2=C([C@@H](O1)OC)C(=O)C3=C(O2)C=C(C(=C3C(=O)O)O)O	C15H14O8	322.27	0	AAADccBwPAAAAAAAAAAAAAAAAAAAAAAAAAAwQIAAAAAAAACRAAAAGgAACAAADBSwmAMyDoAABgCIAqDSCAACCAAkIAAAiAEGiMgdJzaGNBqieWGl4BUNuQfL7LzOoQABCAAYQABCAAIQADCAAAAAAAAAAA==	2	23	0	2	2	0	0	0	0	1	3	8	335377-65-6	18038,71276	None	None	None	None	None	None	7,8-DIHYDROXY-1-METHOXY-3-METHYL-10-OXO-4,10-DIHYDRO-1H,3H-PYRANO[4,3-B]CHROMENE-9-CARBOXYLIC ACID!!335377-65-6!!1hlk!!1kr3!!DTXSID70415324!!DB02593!!Q27093563!!(1R,3S)-7,8-dihydroxy-1-methoxy-3-methyl-10-oxo-4,10-dihydro-1H,3H-pyrano[4,3-b]chromene-9-carboxylic acid!!1H,3H-Pyrano[4,3-b][1]benzopyran-9-carboxylic acid, 4,10-dihydro-7,8-dihydroxy-1-methoxy-3-methyl-10-oxo- (9CI)!!1H,3H-pyrano[4,3-b][1]benzopyran-9-carboxylic acid, 4,10-dihydro-7,8-dihydroxy-1-methoxy-3-methyl-10-oxo-, (1R,3S)-	NONE	NONE	NONE	NONE	NONE	NONE	DTXSID70415324	
11M	25113123	[5-(aminomethyl)spiro[2H-1-benzofuran-3,4'-piperidine]-1'-yl]-(3-methylsulfanyl-2-benzothiophen-1-yl)methanone	InChI=1S/C23H24N2O2S2/c1-28-22-17-5-3-2-4-16(17)20(29-22)21(26)25-10-8-23(9-11-25)14-27-19-7-6-15(13-24)12-18(19)23/h2-7,12H,8-11,13-14,24H2,1H3	VCUDZTCDUDDJGG-UHFFFAOYSA-N	CSC1=C2C=CC=CC2=C(S1)C(=O)N3CCC4(CC3)COC5=C4C=C(C=C5)CN	CSC1=C2C=CC=CC2=C(S1)C(=O)N3CCC4(CC3)COC5=C4C=C(C=C5)CN	C23H24N2O2S2	424.6	0	AAADceB7MABgAAAAAAAAAAAAAAAAASJAAAA8YIAAAAAAAEgB9AAAHgQQAAAADgTh2AayB8NABAiMAiFSEACDCYAkKBAIiJEODMgMJjKktRuGOSjkxhGoqQe42PKPoAACAAAYAABAAAQAADAAAAAAAAAAAA==	3	29	0	0	0	0	0	0	0	1	1	5	1028048-68-1	68361	None	None	None	None	None	None	JNJ-38120836!!1-(1'-{[3-(methylsulfanyl)-2-benzothiophen-1-yl]carbonyl}spiro[1-benzofuran-3,4'-piperidin]-5-yl)methanamine!!1028048-68-1!!SCHEMBL2109482!!ZINC39023028!!DB06848!!1'-[3-(methylsulfanyl)-2-benzothiophene-1-carbonyl]-2H-spiro[1-benzofuran-3,4'-piperidine]-5-ylmethanamine!!NS00072330!!Q27095753!!11M!!Methanone, [5-(aminomethyl)spiro[benzofuran-3(2H),4'-piperidin]-1'-yl][3-(methylthio)benzo[c]thien-1-yl]-	ZINC39023028	NONE	NONE	NONE	NONE	SCHEMBL2109482	NONE	
11N	25113124	(E)-1-[5-(aminomethyl)spiro[2H-1-benzofuran-3,4'-piperidine]-1'-yl]-3-phenylprop-2-en-1-one	InChI=1S/C22H24N2O2/c23-15-18-6-8-20-19(14-18)22(16-26-20)10-12-24(13-11-22)21(25)9-7-17-4-2-1-3-5-17/h1-9,14H,10-13,15-16,23H2/b9-7+	RQWYWHUKHYFIPB-VQHVLOKHSA-N	C1CN(CCC12COC3=C2C=C(C=C3)CN)C(=O)C=CC4=CC=CC=C4	C1CN(CCC12COC3=C2C=C(C=C3)CN)C(=O)/C=C/C4=CC=CC=C4	C22H24N2O2	348.4	0	AAADceB7MAAAAAAAAAAAAAAAAAAAASAAAAA8YIAAAAAAAEgBQAAAHgAQAAAADgThmAYwBoNABACIAiFSEACCCAAgIAAIiIAODMgMJiKEsRuGOCDkxhGIqYew0PIPoAACAAAIAABAAAQAABAAAAAAAAAAAA==	3	26	0	0	0	0	1	1	0	1	1	3	None	68362	None	None	None	None	None	None	1-[1'-(3-phenylacryloyl)spiro[1-benzofuran-3,4'-piperidin]-5-yl]methanamine!!SCHEMBL2109262!!SCHEMBL2109265!!DB06849!!Q27095755!!1-{1'-[(2E)-3-phenylprop-2-enoyl]spiro[1-benzofuran-3,4'-piperidin]-5-yl}methanamine!!11N	NONE	NONE	NONE	NONE	NONE	SCHEMBL2109262,SCHEMBL2109265	NONE	
156	445576	4-[(E)-3-oxo-3-(5,5,8,8-tetramethyl-6,7-dihydronaphthalen-2-yl)prop-1-enyl]benzoic acid	InChI=1S/C24H26O3/c1-23(2)13-14-24(3,4)20-15-18(10-11-19(20)23)21(25)12-7-16-5-8-17(9-6-16)22(26)27/h5-12,15H,13-14H2,1-4H3,(H,26,27)/b12-7+	ZXQHMEUGMCXKLO-KPKJPENVSA-N	CC1(CCC(C2=C1C=CC(=C2)C(=O)C=CC3=CC=C(C=C3)C(=O)O)(C)C)C	CC1(CCC(C2=C1C=CC(=C2)C(=O)/C=C/C3=CC=C(C=C3)C(=O)O)(C)C)C	C24H26O3	362.5	0	AAADceB4MAAAAAAAAAAAAAAAAAAAAAAAAAAwYMAAAAAAAADBQAAAGgAACAAADgSAmAAyCIAAAgCIAqDSCAACAAAkAAAIiAEACMgIJjKAFRCAcQAkwAEImYeIyPCPwAACAAAQAACAAAQAACAAAAAAAAAAAA==	4	27	0	0	0	0	1	1	0	1	1	3	110368-35-9,95906-68-6	14443	None	None	9606,9986	None	100009118,7052	None	Ch 80!!Ch-80!!95906-68-6!!4-[3-OXO-3-(5,5,8,8-TETRAMETHYL-5,6,7,8-TETRAHYDRO-NAPHTHALEN-2-YL)-PROPENYL]-BENZOIC ACID!!UNII-C9FL8WH6S4!!BMS-181156!!C9FL8WH6S4!!4-(3-Oxo-3-(5,6,7,8-tetrahydro-5,5,8,8-tetramethyl-2-naphthalenyl)-1-propenyl)benzoic acid!!(E)-4-(3-Oxo-3-(5,6,7,8-tetrahydro-5,5,8,8-tetramethyl-2-naphthalenyl)-1-propenyl)benzoic acid!!1fcz!!CHEMBL95700!!SCHEMBL4315169!!BDBM31887!!BMS181156!!DB02466!!110368-35-9!!Benzoic acid, 4-(3-oxo-3-(5,6,7,8-tetrahydro-5,5,8,8-tetramethyl-2-naphthalenyl)-1-propenyl)-, (E)-!!Q27093459!!4-[3-Oxo-3-(1,1,4,4-tetramethyltetralin-6-yl)-1-propenyl]benzoic acid!!4-[(1E)-3-oxo-3-(5,5,8,8-tetramethyl-5,6,7,8-tetrahydronaphthalen-2-yl)prop-1-en-1-yl]benzoic acid!!Benzoic acid, 4-(3-oxo-3-(5,6,7,8-tetrahydro-5,5,8,8-tetramethyl-2-naphthalenyl)-1-propenyl)-	NONE	NONE	CHEMBL95700	NONE	BDBM31887	SCHEMBL4315169	NONE	
15W	5320693	7-hydroxy-2-(4-methoxyphenyl)chromen-4-one	InChI=1S/C16H12O4/c1-19-12-5-2-10(3-6-12)15-9-14(18)13-7-4-11(17)8-16(13)20-15/h2-9,17H,1H3	SQVXWIUVAILQRH-UHFFFAOYSA-N	COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C=C3)O	COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C=C3)O	C16H12O4	268.26	0	AAADccB4OAAAAAAAAAAAAAAAAAAAAAAAAAAwYIAAAAAAAACBQAAAGgAACAAADASAmAIyBoAABgCIAqBSAAACCAAkIAAIiAEGCMgMJzaGNRqCeWCl4BUIuYeI7KzOIAAACAAIAABAAAAQABAAAAAAAAAAAA==	2	20	0	0	0	0	0	0	0	1	1	4	487-17-2,487-24-1	104662	None	None	None	None	None	None	Pratol!!7-Hydroxy-4'-methoxyflavone!!487-24-1!!7-Hydroxy-2-(4-methoxyphenyl)-4H-chromen-4-one!!C.I. 75570!!UNII-KU5R959MO7!!4H-1-Benzopyran-4-one, 7-hydroxy-2-(4-methoxyphenyl)-!!7-hydroxy-2-(4-methoxyphenyl)chromen-4-one!!7-Hydroxy-2-(4-methoxyphenyl)-4-benzopyrone!!EINECS 207-653-2!!NSC 123414!!BRN 0237239!!MLS002707301!!KU5R959MO7!!Flavone, 7-hydroxy-4'-methoxy-!!NSC123414!!7-Hydroxy-2-(4-methoxyphenyl)-4H-1-benzopyran-4-one!!NSC-123414!!Flavone, 7-hydroxy-4'-methoxy- (7CI,8CI)!!487-17-2!!4hl5!!7-Hydroxy-flavone, 5h!!7-Hydroxy-4p-methoxyflavone!!4'-methoxy-7-hydroxyflavone!!Oprea1_854602!!CHEMBL16751!!SCHEMBL534596!!BDBM85573!!DTXSID20197587!!TNP00065!!ZINC5733557!!AKOS004110700!!CCG-208438!!MCULE-4757451306!!NCGC00017200-01!!NCGC00017200-02!!NCGC00017200-03!!NCGC00142412-01!!NCGC00142412-02!!LS-39700!!SMR001488172!!ST055366!!FT-0730316!!NS00021172!!AN-829/40761415!!SR-05000002252!!7-Hydroxy-2-(4-methoxyphenyl)-4H-chromen-4-one #!!SR-05000002252-2!!BRD-K35651673-001-05-9!!Q15424797!!15W	ZINC5733557	NONE	CHEMBL16751	NONE	BDBM85573	SCHEMBL534596	DTXSID20197587	
15Z	5322065	2-(3,4-dihydroxyphenyl)-7-hydroxychromen-4-one	InChI=1S/C15H10O5/c16-9-2-3-10-12(18)7-14(20-15(10)6-9)8-1-4-11(17)13(19)5-8/h1-7,16-17,19H	PVFGJHYLIHMCQD-UHFFFAOYSA-N	C1=CC(=C(C=C1C2=CC(=O)C3=C(O2)C=C(C=C3)O)O)O	C1=CC(=C(C=C1C2=CC(=O)C3=C(O2)C=C(C=C3)O)O)O	C15H10O5	270.24	0	AAADccBwOAAAAAAAAAAAAAAAAAAAAAAAAAAwYIAAAAAAAACBQAAAGgAACAAADASAmAAwBoAABgCIAqBSAAACCAAkIAAIiAEGiMgNJzaGNRqCeWGl4BUJuYfI7LzOIAABCAAIQABAAAIQABCAAAAAAAAAAA==	1	20	0	0	0	0	0	0	0	1	3	5	104666-14-0,2150-11-0	104666	None	None	None	None	None	None	7,3',4'-Trihydroxyflavone!!2150-11-0!!2-(3,4-dihydroxyphenyl)-7-hydroxy-4H-chromen-4-one!!3',4',7-Trihydroxyflavone!!2-(3,4-dihydroxyphenyl)-7-hydroxychromen-4-one!!BRN 0253031!!CHEMBL301624!!4H-1-Benzopyran-4-one, 2-(3,4-dihydroxyphenyl)-7-hydroxy-!!Flavone, 7,3',4'-trihydroxy-!!2-(3,4-Dihydroxyphenyl)-7-hydroxy-4H-1-benzopyran-4-one!!4hlf!!2-(3,4-Dihydroxy-phenyl)-7-hydroxy-chromen-4-one!!7,3p,4p-Trihydroxyflavone!!3',4',7-Trihydroxyflavon!!SCHEMBL34405!!7, 3',4'-Trihydroxyflavone!!3'',4'',7-trihydroxyflavon!!7,3'',4''-Trihydroxyflavone!!CTK4E6984!!DTXSID30175836!!ZINC6092199!!0937AB!!BDBM50077325!!LMPK12110042!!AKOS016009456!!MCULE-1703428892!!3',4',7- TRIHYDROXY FLAVONE!!LS-39609!!ST056259!!7,3',4'-Trihydroxyflavone 2150-11-0!!DB-045596!!FT-0634068!!T 414!!2-(3,4-dihydroxyphenyl)-7-hydroxy-chromen-4-one!!5-18-04-00590 (Beilstein Handbook Reference)!!Q-100553!!Q23055239!!4H-1-Benzopyran-4-one,2-(3,4-dihydroxyphenyl)-7-hydroxy-!!15Z!!Flavone, 3',4',7-trihydroxy- (6CI,7CI,8CI); 2-(3,4-Dihydroxyphenyl)-7-hydroxy-4H-1-benzopyran-4-one; 3',4',7-Trihydroxyflavone; 3',4',7-Trihydroxylflavone; 5-Deoxyluteolin; 7,3',4'-Trihydroxyflavone	ZINC6092199	CTK4E6984	CHEMBL301624	NONE	BDBM50077325	SCHEMBL34405	DTXSID30175836	
