Lotus japonicus, Lj4g3v2093610.2, Lj4g3v2093610.2; -  [EC], ['EC:6.2.1.12'], KO:K01904
Lotus japonicus, Lj6g3v0750030.1, Lj6g3v0750030.1; -  [EC], ['EC:6.2.1.12'], KO:K01904
Lotus japonicus, Lj0g3v0306889.1, Lj0g3v0306889.1; -  [EC], ['EC:6.2.1.12'], KO:K01904
Lotus japonicus, Lj3g3v2040010.1, Lj3g3v2040010.1; -  [EC], ['EC:6.2.1.12'], KO:K01904
Lotus japonicus, Lj0g3v0148449.1, Lj0g3v0148449.1; -  [EC], ['EC:2.3.1.133'], KO:K13065
Lotus japonicus, Lj0g3v0268589.1, Lj0g3v0268589.1; -  [EC], ['EC:2.3.1.133'], KO:K13065
Lotus japonicus, Lj0g3v0269129.1, Lj0g3v0269129.1; -  [EC], ['EC:2.3.1.133'], KO:K13065
Lotus japonicus, Lj0g3v0105869.1, Lj0g3v0105869.1; -  [EC], ['EC:2.3.1.133'], KO:K13065
Lotus japonicus, Lj0g3v0105869.2, Lj0g3v0105869.2; -  [EC], ['EC:2.3.1.133'], KO:K13065
Lotus japonicus, Lj0g3v0105999.1, Lj0g3v0105999.1; -  [EC], ['EC:2.3.1.133'], KO:K13065
Lotus japonicus, Lj0g3v0201439.1, Lj0g3v0201439.1; -  [EC], ['EC:2.3.1.133'], KO:K13065
Lotus japonicus, Lj0g3v0152749.1, Lj0g3v0152749.1; -  [EC], ['EC:2.3.1.133'], KO:K13065
Lotus japonicus, Lj1g3v3944840.1, Lj1g3v3944840.1; -  [EC], ['EC:2.3.1.133'], KO:K13065
Lotus japonicus, Lj3g3v0002140.1, Lj3g3v0002140.1; -  [EC], ['EC:2.3.1.133'], KO:K13065
Lotus japonicus, Lj3g3v0002140.2, Lj3g3v0002140.2; -  [EC], ['EC:2.3.1.133'], KO:K13065
Lotus japonicus, Lj0g3v0204519.1, Lj0g3v0204519.1; -  [EC], ['EC:2.3.1.133'], KO:K13065
Lotus japonicus, Lj0g3v0348259.1, Lj0g3v0348259.1; -  [EC], ['EC:2.3.1.133'], KO:K13065
Lotus japonicus, Lj0g3v0348269.1, Lj0g3v0348269.1; -  [EC], ['EC:2.3.1.133'], KO:K13065
Lotus japonicus, Lj1g3v3975480.1, Lj1g3v3975480.1; -  [EC], ['EC:2.3.1.133'], KO:K13065
Lotus japonicus, Lj1g3v3975490.1, Lj1g3v3975490.1; -  [EC], ['EC:2.3.1.133'], KO:K13065
Lotus japonicus, Lj1g3v3975510.1, Lj1g3v3975510.1; -  [EC], ['EC:2.3.1.133'], KO:K13065
Lotus japonicus, Lj1g3v3975520.1, Lj1g3v3975520.1; -  [EC], ['EC:2.3.1.133'], KO:K13065
Lotus japonicus, Lj1g3v3975530.1, Lj1g3v3975530.1; -  [EC], ['EC:2.3.1.133'], KO:K13065
Lotus japonicus, Lj0g3v0274409.1, Lj0g3v0274409.1; -  [EC], ['EC:2.3.1.133'], KO:K13065
Lotus japonicus, Lj0g3v0277259.1, Lj0g3v0277259.1; -  [EC], ['EC:2.3.1.133'], KO:K13065
Lotus japonicus, Lj0g3v0333909.1, Lj0g3v0333909.1; -  [EC], ['EC:2.3.1.133'], KO:K13065
Lotus japonicus, Lj5g3v1811220.1, Lj5g3v1811220.1; -  [EC], ['EC:2.3.1.133'], KO:K13065
Lotus japonicus, Lj6g3v1008090.1, Lj6g3v1008090.1; -  [EC], ['EC:2.3.1.133'], KO:K13065
Lotus japonicus, Lj1g3v4081860.1, Lj1g3v4081860.1; -  [EC], ['EC:1.14.14.96'], KO:K09754
Lotus japonicus, Lj1g3v4885870.1, Lj1g3v4885870.1; -  [EC], ['EC:3.1.1.-'], KO:K18368
Lotus japonicus, Lj5g3v2288610.1, Lj5g3v2288610.1; -  [EC], ['EC:3.1.1.-'], KO:K18368
Lotus japonicus, Lj0g3v0107429.2, Lj0g3v0107429.2; -  [EC], ['EC:3.1.1.-'], KO:K18368
Lotus japonicus, Lj1g3v3315210.2, Lj1g3v3315210.2; -  [EC], ['EC:3.1.1.-'], KO:K18368
Lotus japonicus, Lj1g3v3315210.1, Lj1g3v3315210.1; -  [EC], ['EC:3.1.1.-'], KO:K18368
Lotus japonicus, Lj0g3v0194809.1, Lj0g3v0194809.1; -  [EC], ['EC:3.1.1.-'], KO:K18368
Lotus japonicus, Lj4g3v0620190.1, Lj4g3v0620190.1; -  [EC], ['EC:2.1.1.104'], KO:K00588
Lotus japonicus, Lj2g3v0908550.1, Lj2g3v0908550.1; -  [EC], ['EC:2.1.1.104'], KO:K00588
Lotus japonicus, Lj2g3v0908550.2, Lj2g3v0908550.2; -  [EC], ['EC:2.1.1.104'], KO:K00588
Lotus japonicus, Lj0g3v0063289.1, Lj0g3v0063289.1; -  [EC], ['EC:2.1.1.104'], KO:K00588
Lotus japonicus, Lj0g3v0201419.1, Lj0g3v0201419.1; -  [EC], ['EC:2.1.1.104'], KO:K00588
Lotus japonicus, Lj4g3v3019450.1, Lj4g3v3019450.1; -  [EC], ['EC:2.1.1.104'], KO:K00588
Lotus japonicus, Lj4g3v3019450.3, Lj4g3v3019450.3; -  [EC], ['EC:2.1.1.104'], KO:K00588
Lotus japonicus, Lj0g3v0259989.1, Lj0g3v0259989.1; -  [EC], ['EC:2.1.1.104'], KO:K00588
Lotus japonicus, Lj3g3v0013390.1, Lj3g3v0013390.1; -  [EC], ['EC:1.2.1.44'], KO:K09753
Lotus japonicus, Lj3g3v2128240.1, Lj3g3v2128240.1; -  [EC], ['EC:1.2.1.44'], KO:K09753
Lotus japonicus, Lj3g3v2148260.1, Lj3g3v2148260.1; -  [EC], ['EC:1.2.1.44'], KO:K09753
Lotus japonicus, Lj2g3v0777190.1, Lj2g3v0777190.1; -  [EC], ['EC:1.2.1.68'], KO:K12355
Lotus japonicus, Lj2g3v0777150.1, Lj2g3v0777150.1; -  [EC], ['EC:1.2.1.68'], KO:K12355
Lotus japonicus, Lj0g3v0215059.1, Lj0g3v0215059.1; -  [EC], ['EC:1.2.1.68'], KO:K12355
Lotus japonicus, Lj4g3v3093850.1, Lj4g3v3093850.1; -  [EC], ['EC:1.2.1.68'], KO:K12355
Lotus japonicus, Lj1g3v1079700.1, Lj1g3v1079700.1; -  [EC], ['EC:2.1.1.68', 'EC:2.1.1.4'], KO:K13066
Lotus japonicus, Lj2g3v3339490.1, Lj2g3v3339490.1; -  [EC], ['EC:2.1.1.68', 'EC:2.1.1.4'], KO:K13066
Lotus japonicus, Lj1g3v5060810.2, Lj1g3v5060810.2; -  [EC], ['EC:2.1.1.68', 'EC:2.1.1.4'], KO:K13066
Lotus japonicus, Lj4g3v0408340.1, Lj4g3v0408340.1; -  [EC], ['EC:1.1.1.195'], KO:K00083
Lotus japonicus, Lj4g3v0408340.2, Lj4g3v0408340.2; -  [EC], ['EC:1.1.1.195'], KO:K00083
Lotus japonicus, Lj5g3v0243290.1, Lj5g3v0243290.1; -  [EC], ['EC:1.1.1.195'], KO:K00083
Lotus japonicus, Lj6g3v2192190.1, Lj6g3v2192190.1; -  [EC], ['EC:1.1.1.195'], KO:K00083
Lotus japonicus, Lj6g3v2192190.2, Lj6g3v2192190.2; -  [EC], ['EC:1.1.1.195'], KO:K00083
Lotus japonicus, Lj4g3v0299460.1, Lj4g3v0299460.1; -  [EC], ['EC:1.1.1.195'], KO:K22395
Lotus japonicus, Lj4g3v0299430.1, Lj4g3v0299430.1; -  [EC], ['EC:1.1.1.195'], KO:K22395
Lotus japonicus, Lj6g3v1629450.1, Lj6g3v1629450.1; -  [EC], ['EC:1.1.1.195'], KO:K22395
Lotus japonicus, Lj6g3v1629490.1, Lj6g3v1629490.1; -  [EC], ['EC:1.1.1.195'], KO:K22395
Lotus japonicus, Lj4g3v0287320.1, Lj4g3v0287320.1; -  [EC], ['EC:1.1.1.195'], KO:K22395
Lotus japonicus, Lj4g3v0287330.1, Lj4g3v0287330.1; -  [EC], ['EC:1.1.1.195'], KO:K22395
Lotus japonicus, Lj4g3v0200160.1, Lj4g3v0200160.1; -  [EC], ['EC:1.11.1.7', 'EC:1.11.1.27', 'EC:3.1.1.-'], KO:K11188
Lotus japonicus, Lj0g3v0012529.1, Lj0g3v0012529.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj3g3v1340390.1, Lj3g3v1340390.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj4g3v0153700.1, Lj4g3v0153700.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj4g3v2172790.1, Lj4g3v2172790.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj0g3v0305209.1, Lj0g3v0305209.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj0g3v0161619.1, Lj0g3v0161619.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj0g3v0278049.1, Lj0g3v0278049.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj5g3v0586830.1, Lj5g3v0586830.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj5g3v1223650.1, Lj5g3v1223650.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj5g3v2288930.1, Lj5g3v2288930.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj6g3v1665380.1, Lj6g3v1665380.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj6g3v1675390.1, Lj6g3v1675390.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj2g3v1965080.1, Lj2g3v1965080.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj3g3v0339160.2, Lj3g3v0339160.2; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj0g3v0066729.1, Lj0g3v0066729.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj0g3v0153349.1, Lj0g3v0153349.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj0g3v0154459.1, Lj0g3v0154459.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj2g3v1728950.1, Lj2g3v1728950.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj2g3v1836090.1, Lj2g3v1836090.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj5g3v1925220.1, Lj5g3v1925220.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj5g3v1927330.1, Lj5g3v1927330.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj5g3v1927330.2, Lj5g3v1927330.2; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj1g3v2740240.1, Lj1g3v2740240.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj2g3v2411340.1, Lj2g3v2411340.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj2g3v2411360.1, Lj2g3v2411360.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj2g3v2411410.1, Lj2g3v2411410.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj2g3v2843630.1, Lj2g3v2843630.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj2g3v2843630.2, Lj2g3v2843630.2; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj0g3v0076249.2, Lj0g3v0076249.2; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj3g3v0461960.1, Lj3g3v0461960.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj0g3v0191079.1, Lj0g3v0191079.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj0g3v0254989.1, Lj0g3v0254989.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj2g3v2412440.1, Lj2g3v2412440.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj4g3v0496480.1, Lj4g3v0496480.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj4g3v2120580.1, Lj4g3v2120580.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj5g3v0626670.1, Lj5g3v0626670.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj3g3v0952140.1, Lj3g3v0952140.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj6g3v2222010.1, Lj6g3v2222010.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj1g3v0672110.1, Lj1g3v0672110.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj1g3v1183610.1, Lj1g3v1183610.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj2g3v0523290.1, Lj2g3v0523290.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj1g3v3835560.1, Lj1g3v3835560.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj0g3v0056209.1, Lj0g3v0056209.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj0g3v0321999.1, Lj0g3v0321999.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj1g3v0715530.1, Lj1g3v0715530.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj1g3v2068840.1, Lj1g3v2068840.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj3g3v1407360.1, Lj3g3v1407360.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj2g3v1020020.1, Lj2g3v1020020.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj2g3v1020030.1, Lj2g3v1020030.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj0g3v0169289.1, Lj0g3v0169289.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj0g3v0220219.1, Lj0g3v0220219.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj1g3v1091030.1, Lj1g3v1091030.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj0g3v0135079.1, Lj0g3v0135079.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj5g3v2029550.1, Lj5g3v2029550.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj1g3v1810140.1, Lj1g3v1810140.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj1g3v2938380.1, Lj1g3v2938380.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj0g3v0127489.1, Lj0g3v0127489.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj6g3v1226260.1, Lj6g3v1226260.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj4g3v0998940.1, Lj4g3v0998940.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj4g3v0189800.1, Lj4g3v0189800.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj5g3v1699050.1, Lj5g3v1699050.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj3g3v2889720.1, Lj3g3v2889720.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj3g3v2890770.1, Lj3g3v2890770.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj3g3v2890770.2, Lj3g3v2890770.2; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj3g3v3513680.1, Lj3g3v3513680.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj3g3v3523810.1, Lj3g3v3523810.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj5g3v0244330.1, Lj5g3v0244330.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj6g3v2017640.1, Lj6g3v2017640.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj4g3v2263930.1, Lj4g3v2263930.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj0g3v0259909.1, Lj0g3v0259909.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj2g3v1415420.1, Lj2g3v1415420.1; -  [EC], ['EC:1.11.1.7'], KO:K00430
Lotus japonicus, Lj2g3v1802060.1, Lj2g3v1802060.1; -  [EC], ['EC:2.4.1.111'], KO:K12356
Lotus japonicus, Lj0g3v0136929.1, Lj0g3v0136929.1; -  [EC], ['EC:2.4.1.111'], KO:K12356
Lotus japonicus, Lj3g3v0429540.1, Lj3g3v0429540.1; -  [EC], ['EC:2.4.1.111'], KO:K12356
Lotus japonicus, Lj3g3v0429610.1, Lj3g3v0429610.1; -  [EC], ['EC:2.4.1.111'], KO:K12356
Lotus japonicus, Lj0g3v0128059.1, Lj0g3v0128059.1; -  [EC], ['EC:2.4.1.111'], KO:K12356
Lotus japonicus, Lj0g3v0195569.1, Lj0g3v0195569.1; -  [EC], ['EC:3.2.1.21'], KO:K01188
Lotus japonicus, Lj3g3v0464860.1, Lj3g3v0464860.1; -  [EC], ['EC:3.2.1.21'], KO:K01188
Lotus japonicus, Lj3g3v0824680.1, Lj3g3v0824680.1; -  [EC], ['EC:3.2.1.21'], KO:K01188
Lotus japonicus, Lj3g3v3281690.2, Lj3g3v3281690.2; -  [EC], ['EC:3.2.1.21'], KO:K01188
Lotus japonicus, Lj3g3v3281690.3, Lj3g3v3281690.3; -  [EC], ['EC:3.2.1.21'], KO:K01188
Lotus japonicus, Lj3g3v3281690.4, Lj3g3v3281690.4; -  [EC], ['EC:3.2.1.21'], KO:K01188
Lotus japonicus, Lj4g3v1107470.2, Lj4g3v1107470.2; -  [EC], ['EC:3.2.1.21'], KO:K01188
Lotus japonicus, Lj4g3v1107470.3, Lj4g3v1107470.3; -  [EC], ['EC:3.2.1.21'], KO:K01188
Lotus japonicus, Lj1g3v2156590.2, Lj1g3v2156590.2; -  [EC], ['EC:3.2.1.21'], KO:K01188
Lotus japonicus, Lj4g3v1107470.4, Lj4g3v1107470.4; -  [EC], ['EC:3.2.1.21'], KO:K01188
Lotus japonicus, Lj3g3v0786210.1, Lj3g3v0786210.1; -  [EC], ['EC:3.2.1.21'], KO:K01188
Lotus japonicus, Lj3g3v0786210.2, Lj3g3v0786210.2; -  [EC], ['EC:3.2.1.21'], KO:K01188
Lotus japonicus, Lj3g3v0786210.3, Lj3g3v0786210.3; -  [EC], ['EC:3.2.1.21'], KO:K01188
Lotus japonicus, Lj3g3v0786210.4, Lj3g3v0786210.4; -  [EC], ['EC:3.2.1.21'], KO:K01188
Lotus japonicus, Lj0g3v0305169.1, Lj0g3v0305169.1; -  [EC], ['EC:3.2.1.21'], KO:K05349
Lotus japonicus, Lj0g3v0305169.2, Lj0g3v0305169.2; -  [EC], ['EC:3.2.1.21'], KO:K05349
Lotus japonicus, Lj1g3v3975550.1, Lj1g3v3975550.1; -  [EC], ['EC:3.2.1.21'], KO:K05349
Lotus japonicus, Lj1g3v3975550.2, Lj1g3v3975550.2; -  [EC], ['EC:3.2.1.21'], KO:K05349
Lotus japonicus, Lj1g3v3975550.3, Lj1g3v3975550.3; -  [EC], ['EC:3.2.1.21'], KO:K05349
Lotus japonicus, Lj0g3v0321239.1, Lj0g3v0321239.1; -  [EC], ['EC:3.2.1.21'], KO:K05349
Lotus japonicus, Lj0g3v0132459.1, Lj0g3v0132459.1; -  [EC], ['EC:3.2.1.21'], KO:K05349
Lotus japonicus, Lj6g3v1801980.1, Lj6g3v1801980.1; -  [EC], ['EC:3.2.1.21'], KO:K05349
Lotus japonicus, Lj6g3v1801980.2, Lj6g3v1801980.2; -  [EC], ['EC:3.2.1.21'], KO:K05349
Lotus japonicus, Lj6g3v1801980.3, Lj6g3v1801980.3; -  [EC], ['EC:3.2.1.21'], KO:K05349
Lotus japonicus, Lj6g3v0607240.1, Lj6g3v0607240.1; -  [EC], ['EC:3.2.1.21'], KO:K05349
Lotus japonicus, Lj0g3v0223209.1, Lj0g3v0223209.1; -  [EC], ['EC:3.2.1.21'], KO:K05350
Lotus japonicus, Lj6g3v1879940.1, Lj6g3v1879940.1; -  [EC], ['EC:3.2.1.21'], KO:K05350
Lotus japonicus, Lj6g3v1879970.1, Lj6g3v1879970.1; -  [EC], ['EC:3.2.1.21'], KO:K05350
Lotus japonicus, Lj0g3v0252079.1, Lj0g3v0252079.1; -  [EC], ['EC:3.2.1.21'], KO:K05350
Lotus japonicus, Lj0g3v0252079.2, Lj0g3v0252079.2; -  [EC], ['EC:3.2.1.21'], KO:K05350
Lotus japonicus, Lj0g3v0252079.3, Lj0g3v0252079.3; -  [EC], ['EC:3.2.1.21'], KO:K05350
Lotus japonicus, Lj2g3v0689040.1, Lj2g3v0689040.1; -  [EC], ['EC:3.2.1.21'], KO:K05350
Lotus japonicus, Lj4g3v2400910.1, Lj4g3v2400910.1; -  [EC], ['EC:3.2.1.21'], KO:K05350
Lotus japonicus, Lj4g3v2400910.2, Lj4g3v2400910.2; -  [EC], ['EC:3.2.1.21'], KO:K05350
Lotus japonicus, Lj3g3v0652730.1, Lj3g3v0652730.1; -  [EC], ['EC:1.14.11.61'], KO:K06892
Lotus japonicus, Lj6g3v1007880.2, Lj6g3v1007880.2; -  [EC], ['EC:1.14.11.61'], KO:K06892
Lotus japonicus, Lj1g3v0013440.1, Lj1g3v0013440.1; -  [EC], ['EC:2.4.1.128'], KO:K23260
Lotus japonicus, Lj1g3v0116690.1, Lj1g3v0116690.1; -  [EC], ['EC:2.4.1.128'], KO:K23260
Lotus japonicus, Lj1g3v0117770.1, Lj1g3v0117770.1; -  [EC], ['EC:2.4.1.128'], KO:K23260
Lotus japonicus, Lj4g3v0620440.1, Lj4g3v0620440.1; -  [EC], ['EC:2.4.1.128'], KO:K23260
Lotus japonicus, Lj4g3v0620520.1, Lj4g3v0620520.1; -  [EC], ['EC:2.4.1.128'], KO:K23260
