17L	(9aS)-8-acetyl-N-[(3-ethoxynaphthalen-1-yl)methyl]-1,7-dihydroxy-3-methoxy-9a-methyl-9-oxo-9,9a-dihydrodibenzo[b,d]furan-4-carboxamide	(9aS)-8-ethanoyl-N-[(3-ethoxynaphthalen-1-yl)methyl]-3-methoxy-9a-methyl-1,7-bis(oxidanyl)-9-oxidanylidene-dibenzofuran-4-carboxamide	CCOc1cc(CNC(=O)c2c(OC)cc(O)c3c2OC4=CC(=C(C(C)=O)C(=O)[C@@]34C)O)c5ccccc5c1	CCOc1cc(CNC(=O)c2c(OC)cc(O)c3c2OC4=CC(=C(C(C)=O)C(=O)[C@@]34C)O)c5ccccc5c1	InChI=1S/C30H27NO8/c1-5-38-18-10-16-8-6-7-9-19(16)17(11-18)14-31-29(36)25-22(37-4)12-21(34)26-27(25)39-23-13-20(33)24(15(2)32)28(35)30(23,26)3/h6-13,33-34H,5,14H2,1-4H3,(H,31,36)/t30-/m1/s1	YMVHWNQNRJLTTN-SSEXGKCCSA-N	56593158	NONE	1945215	C30H27NO8	529.54	0	66	1	70
1AQ	NONE	(3S,7R,8aR)-2-[(2S)-2-[4,4-bis(fluoranyl)cyclohexyl]-2-[[(2S)-2-(methylamino)propanoyl]amino]ethanoyl]-N-[(4R)-3,4-dihydro-2H-chromen-4-yl]-7-ethoxy-3,4,6,7,8,8a-hexahydro-1H-pyrrolo[1,2-a]pyrazine-3-carboxamide	CCO[C@@H]1C[C@@H]2CN([C@@H](CN2C1)C(=O)N[C@@H]3CCOc4ccccc34)C(=O)[C@@H](NC(=O)[C@H](C)NC)C5CCC(F)(F)CC5	CCO[C@@H]1C[C@@H]2CN([C@@H](CN2C1)C(=O)N[C@@H]3CCOc4ccccc34)C(=O)[C@@H](NC(=O)[C@H](C)NC)C5CCC(F)(F)CC5	InChI=1S/C31H45F2N5O5/c1-4-42-22-15-21-16-38(30(41)27(36-28(39)19(2)34-3)20-9-12-31(32,33)13-10-20)25(18-37(21)17-22)29(40)35-24-11-14-43-26-8-6-5-7-23(24)26/h5-8,19-22,24-25,27,34H,4,9-18H2,1-3H3,(H,35,40)(H,36,39)/t19-,21+,22+,24+,25-,27-/m0/s1	WQLHYSFOEZZZDD-QAPMSZJWSA-N</td></tr><tr id="chemicalComposition"><th>Composition</th><td style="word-wrap: break-word"><b>Polymer Sequences:&nbsp;</b>MAA|1Y2|1Y3|1XY<hr><b>Non-Polymer Components:&nbsp;</b>n/a</td></tr><tr id="chemicalBirdClass"><th>BIRD class</th><td>ANTAGONIST</td></tr><tr id="chemicalRepresentedAs"><th>Represented As</th><td>SINGLE MOLECULE</td></tr><tr id="chemicalCompoundDetails"><th>Compound Details</th><td>n/a</td></tr><tr id="chemicalBirdsDescription"><th>Description</th><td>n/a	50913339	NONE	2316217	C31H45F2N5O5	605.72	0	88	6	92
1M5	(4R)-2'-amino-6-(3-chlorophenyl)-1',2,2-trimethyl-2,3-dihydrospiro[chromene-4,4'-imidazol]-5'(1'H)-one	(4R)-2'-azanyl-6-(3-chlorophenyl)-2,2,3'-trimethyl-spiro[3H-chromene-4,5'-imidazole]-4'-one	CN1C(=N[C@@]2(CC(C)(C)Oc3ccc(cc23)c4cccc(Cl)c4)C1=O)N	CN1C(=N[C@@]2(CC(C)(C)Oc3ccc(cc23)c4cccc(Cl)c4)C1=O)N	InChI=1S/C20H20ClN3O2/c1-19(2)11-20(17(25)24(3)18(22)23-20)15-10-13(7-8-16(15)26-19)12-5-4-6-14(21)9-12/h4-10H,11H2,1-3H3,(H2,22,23)/t20-/m1/s1	MPQDZTDGJUCWQL-HXUWFJFHSA-N	137347968	NONE	NONE	C20H20ClN3O2	369.85	0	46	1	49
1M6	3-[(4R)-2'-amino-1',2,2-trimethyl-5'-oxo-1',2,3,5'-tetrahydrospiro[chromene-4,4'-imidazol]-6-yl]benzonitrile	3-[(4R)-2'-azanyl-1',2,2-trimethyl-5'-oxidanylidene-spiro[3H-chromene-4,4'-imidazole]-6-yl]benzenecarbonitrile	CN1C(=N[C@@]2(CC(C)(C)Oc3ccc(cc23)c4cccc(c4)C#N)C1=O)N	CN1C(=N[C@@]2(CC(C)(C)Oc3ccc(cc23)c4cccc(c4)C#N)C1=O)N	InChI=1S/C21H20N4O2/c1-20(2)12-21(18(26)25(3)19(23)24-21)16-10-15(7-8-17(16)27-20)14-6-4-5-13(9-14)11-22/h4-10H,12H2,1-3H3,(H2,23,24)/t21-/m1/s1	LASIJFPKQNWUQE-OAQYLSRUSA-N	137347969	NONE	NONE	C21H20N4O2	360.41	0	47	1	50
1QT	(3S)-3-[(1R)-2-{[(4S)-6-ethyl-3,4-dihydrospiro[chromene-2,1'-cyclobutan]-4-yl]amino}-1-hydroxyethyl]-4-azabicyclo[11.3.1]heptadeca-1(17),13,15-trien-5-one	(11S)-11-[(1R)-2-[[(4S)-6-ethylspiro[3,4-dihydrochromene-2,1'-cyclobutane]-4-yl]amino]-1-oxidanyl-ethyl]-10-azabicyclo[11.3.1]heptadeca-1(16),13(17),14-trien-9-one	CCc1ccc2OC3(CCC3)C[C@H](NC[C@@H](O)[C@@H]4Cc5cccc(CCCCCCCC(=O)N4)c5)c2c1	CCc1ccc2OC3(CCC3)C[C@H](NC[C@@H](O)[C@@H]4Cc5cccc(CCCCCCCC(=O)N4)c5)c2c1	InChI=1S/C32H44N2O3/c1-2-23-14-15-30-26(19-23)28(21-32(37-30)16-9-17-32)33-22-29(35)27-20-25-12-8-11-24(18-25)10-6-4-3-5-7-13-31(36)34-27/h8,11-12,14-15,18-19,27-29,33,35H,2-7,9-10,13,16-17,20-22H2,1H3,(H,34,36)/t27-,28-,29+/m0/s1	QPAQZVPVDCXNCF-YTCPBCGMSA-N	71598542	NONE	2407345	C32H44N2O3	504.70	0	81	3	85
1R6	(12S)-12-[(1R)-2-{[(4S)-6-ethyl-3,4-dihydrospiro[chromene-2,1'-cyclobutan]-4-yl]amino}-1-hydroxyethyl]-1,13-diazatricyclo[13.3.1.1~6,10~]icosa-6(20),7,9,15(19),16-pentaene-14,18-dione	n/a	CCc1ccc2OC3(CCC3)C[C@H](NC[C@@H](O)[C@@H]4Cc5cccc(CCCC[N@@]6C=C(C=CC6=O)C(=O)N4)c5)c2c1	CCc1ccc2OC3(CCC3)C[C@H](NC[C@@H](O)[C@@H]4Cc5cccc(CCCC[N@@]6C=C(C=CC6=O)C(=O)N4)c5)c2c1	InChI=1S/C34H41N3O4/c1-2-23-10-12-31-27(18-23)29(20-34(41-31)14-6-15-34)35-21-30(38)28-19-25-9-5-8-24(17-25)7-3-4-16-37-22-26(33(40)36-28)11-13-32(37)39/h5,8-13,17-18,22,28-30,35,38H,2-4,6-7,14-16,19-21H2,1H3,(H,36,40)/t28-,29-,30+/m0/s1	LCSGKLXXIKDHLA-OIFRRMEBSA-N	71581445	NONE	2407488	C34H41N3O4	555.71	0	82	4	87
1R8	(3S)-3-[(1R)-2-{[(4S)-6-ethyl-3,4-dihydrospiro[chromene-2,1'-cyclobutan]-4-yl]amino}-1-hydroxyethyl]-4-azabicyclo[10.3.1]hexadeca-1(16),12,14-trien-5-one	(10S)-10-[(1R)-2-[[(4S)-6-ethylspiro[3,4-dihydrochromene-2,1'-cyclobutane]-4-yl]amino]-1-oxidanyl-ethyl]-9-azabicyclo[10.3.1]hexadeca-1(15),12(16),13-trien-8-one	CCc1ccc2OC3(CCC3)C[C@H](NC[C@@H](O)[C@@H]4Cc5cccc(CCCCCCC(=O)N4)c5)c2c1	CCc1ccc2OC3(CCC3)C[C@H](NC[C@@H](O)[C@@H]4Cc5cccc(CCCCCCC(=O)N4)c5)c2c1	InChI=1S/C31H42N2O3/c1-2-22-13-14-29-25(18-22)27(20-31(36-29)15-8-16-31)32-21-28(34)26-19-24-11-7-10-23(17-24)9-5-3-4-6-12-30(35)33-26/h7,10-11,13-14,17-18,26-28,32,34H,2-6,8-9,12,15-16,19-21H2,1H3,(H,33,35)/t26-,27-,28+/m0/s1	NUISAGYICVEVAE-HZFUHODCSA-N	71581444	NONE	2407344	C31H42N2O3	490.68	0	78	3	82
1RL	Benzoxazinorifamycin-2b	n/a	CCN(CC)CCOc1cccc2OC3=C4NC(=O)\C(=C/C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@H](C)[C@@H](OC)\C=C\O[C@@]5(C)Oc6c(C)c(O)c(C4=O)c(C3=Nc12)c6C5=O)C	CCN(CC)CCOc1cccc2OC3=C4NC(=O)\C(=C/C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@H](C)[C@@H](OC)\C=C\O[C@@]5(C)Oc6c(C)c(O)c(C4=O)c(C3=Nc12)c6C5=O)C	InChI=1S/C49H61N3O13/c1-12-52(13-2)21-23-61-32-18-15-19-33-37(32)50-38-34-35-42(56)29(8)45-36(34)47(58)49(10,65-45)62-22-20-31(60-11)26(5)44(63-30(9)53)28(7)41(55)27(6)40(54)24(3)16-14-17-25(4)48(59)51-39(43(35)57)46(38)64-33/h14-20,22,24,26-28,31,40-41,44,54-56H,12-13,21,23H2,1-11H3,(H,51,59)/b16-14?,22-20+,25-17-/t24-,26+,27+,28+,31-,40-,41+,44+,49-/m0/s1	NCYSEZCFZIFVEB-WLRQHHRRSA-N	NONE	NONE	NONE	C49H61N3O13	900.02	0	126	9	131
1RM	Benzoxazinorifamycin-2c	n/a	CO[C@H]1\C=C\O[C@@]2(C)Oc3c(C)c(O)c4C(=O)C(=C5Oc6cccc(OCCCCN7CCN(CC7)CCn8ccnc8)c6N=C5c4c3C2=O)NC(=O)\C(=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C	CO[C@H]1\C=C\O[C@@]2(C)Oc3c(C)c(O)c4C(=O)C(=C5Oc6cccc(OCCCCN7CCN(CC7)CCn8ccnc8)c6N=C5c4c3C2=O)NC(=O)\C(=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C	InChI=1S/C56H70N6O13/c1-31-14-12-15-32(2)55(69)59-46-50(67)42-41(45-53(46)74-40-17-13-16-39(44(40)58-45)71-28-11-10-20-60-22-24-61(25-23-60)26-27-62-21-19-57-30-62)43-52(36(6)49(42)66)75-56(8,54(43)68)72-29-18-38(70-9)33(3)51(73-37(7)63)35(5)48(65)34(4)47(31)64/h12-19,21,29-31,33-35,38,47-48,51,64-66H,10-11,20,22-28H2,1-9H3,(H,59,69)/b14-12+,29-18+,32-15?/t31-,33+,34+,35+,38-,47-,48+,51+,56-/m0/s1	BWDTVIVNIJMQGS-DORLTJSWSA-N	NONE	NONE	NONE	C56H70N6O13	1,035.19	0	145	9	152
1XY	(4R)-3,4-dihydro-2H-chromen-4-amine	(4R)-3,4-dihydro-2H-chromen-4-amine	N[C@@H]1CCOc2ccccc12	N[C@@H]1CCOc2ccccc12	InChI=1S/C9H11NO/c10-8-5-6-11-9-4-2-1-3-7(8)9/h1-4,8H,5-6,10H2/t8-/m1/s1	LCOFMNJNNXWKOC-MRVPVSSYSA-N	7065430	NONE	NONE	C9H11NO	149.19	0	22	1	23
1Y0	NONE	(1aS,4S,6aR,7aS)-5-[(2S)-2-cyclohexyl-2-[[(2S)-2-(methylamino)propanoyl]amino]ethanoyl]-N-[(4R)-3,4-dihydro-2H-chromen-4-yl]-1,1a,3,4,6,6a,7,7a-octahydrocyclopropa[3,4]pyrrolo[3,5-b]pyrazine-4-carboxamide	CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N2C[C@H]3C[C@@H]4C[C@@H]4N3C[C@H]2C(=O)N[C@@H]5CCOc6ccccc56	CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N2C[C@H]3C[C@@H]4C[C@@H]4N3C[C@H]2C(=O)N[C@@H]5CCOc6ccccc56	InChI=1S/C30H43N5O4/c1-18(31-2)28(36)33-27(19-8-4-3-5-9-19)30(38)35-16-21-14-20-15-24(20)34(21)17-25(35)29(37)32-23-12-13-39-26-11-7-6-10-22(23)26/h6-7,10-11,18-21,23-25,27,31H,3-5,8-9,12-17H2,1-2H3,(H,32,37)(H,33,36)/t18-,20+,21+,23+,24-,25-,27-/m0/s1	OGTGKCOHYGILPQ-BBAYRLSSSA-N</td></tr><tr id="chemicalComposition"><th>Composition</th><td style="word-wrap: break-word"><b>Polymer Sequences:&nbsp;</b>MAA|CHG|1XW|1XY<hr><b>Non-Polymer Components:&nbsp;</b>n/a</td></tr><tr id="chemicalBirdClass"><th>BIRD class</th><td>ANTAGONIST</td></tr><tr id="chemicalRepresentedAs"><th>Represented As</th><td>SINGLE MOLECULE</td></tr><tr id="chemicalCompoundDetails"><th>Compound Details</th><td>n/a</td></tr><tr id="chemicalBirdsDescription"><th>Description</th><td>n/a	58137842	NONE	3039743	C30H43N5O4	537.69	0	82	7	87
1YH	NONE	(3S,8aR)-2-[(2S)-2-cyclohexyl-2-[[(2S)-2-(methylamino)propanoyl]amino]ethanoyl]-N-[(4R)-3,4-dihydro-2H-chromen-4-yl]-3,4,6,7,8,8a-hexahydro-1H-pyrrolo[1,2-a]pyrazine-3-carboxamide	CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N2C[C@H]3CCCN3C[C@H]2C(=O)N[C@@H]4CCOc5ccccc45	CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N2C[C@H]3CCCN3C[C@H]2C(=O)N[C@@H]4CCOc5ccccc45	InChI=1S/C29H43N5O4/c1-19(30-2)27(35)32-26(20-9-4-3-5-10-20)29(37)34-17-21-11-8-15-33(21)18-24(34)28(36)31-23-14-16-38-25-13-7-6-12-22(23)25/h6-7,12-13,19-21,23-24,26,30H,3-5,8-11,14-18H2,1-2H3,(H,31,36)(H,32,35)/t19-,21+,23+,24-,26-/m0/s1	GIAUJOMDUOPYLU-XFCBJTKFSA-N</td></tr><tr id="chemicalComposition"><th>Composition</th><td style="word-wrap: break-word"><b>Polymer Sequences:&nbsp;</b>MAA|CHG|1Y4|1XY<hr><b>Non-Polymer Components:&nbsp;</b>n/a</td></tr><tr id="chemicalBirdClass"><th>BIRD class</th><td>ANTAGONIST</td></tr><tr id="chemicalRepresentedAs"><th>Represented As</th><td>SINGLE MOLECULE</td></tr><tr id="chemicalCompoundDetails"><th>Compound Details</th><td>n/a</td></tr><tr id="chemicalBirdsDescription"><th>Description</th><td>n/a	50913340	NONE	2365533	C29H43N5O4	525.68	0	81	5	85
21L	methyl 3-{4-[({[(9aS)-8-acetyl-1,7-dihydroxy-3-methoxy-9a-methyl-9-oxo-9,9a-dihydrodibenzo[b,d]furan-4-yl]carbonyl}amino)methyl]naphthalen-2-yl}propanoate	methyl 3-[4-[[[(9aS)-8-ethanoyl-3-methoxy-9a-methyl-1,7-bis(oxidanyl)-9-oxidanylidene-dibenzofuran-4-yl]carbonylamino]methyl]naphthalen-2-yl]propanoate	COC(=O)CCc1cc(CNC(=O)c2c(OC)cc(O)c3c2OC4=CC(=C(C(C)=O)C(=O)[C@@]34C)O)c5ccccc5c1	COC(=O)CCc1cc(CNC(=O)c2c(OC)cc(O)c3c2OC4=CC(=C(C(C)=O)C(=O)[C@@]34C)O)c5ccccc5c1	InChI=1S/C32H29NO9/c1-16(34)26-21(35)14-24-32(2,30(26)38)28-22(36)13-23(40-3)27(29(28)42-24)31(39)33-15-19-12-17(9-10-25(37)41-4)11-18-7-5-6-8-20(18)19/h5-8,11-14,35-36H,9-10,15H2,1-4H3,(H,33,39)/t32-/m1/s1	BLDDPMYSIQFXOT-JGCGQSQUSA-N	56593159	NONE	1945218	C32H29NO9	571.57	0	71	1	75
23Y	NONE	(2S,3R,4S,5S,6R)-2-[[(2S,3S)-3-[3,5-bis(oxidanyl)phenyl]-2-(4-hydroxyphenyl)-4-[(E)-2-(4-hydroxyphenyl)ethenyl]-2,3-dihydro-1-benzofuran-6-yl]oxy]-6-(hydroxymethyl)oxane-3,4,5-triol	OC[C@H]1O[C@@H](Oc2cc3O[C@@H]([C@@H](c4cc(O)cc(O)c4)c3c(/C=C/c5ccc(O)cc5)c2)c6ccc(O)cc6)[C@H](O)[C@@H](O)[C@@H]1O	OC[C@H]1O[C@@H](Oc2cc3O[C@@H]([C@@H](c4cc(O)cc(O)c4)c3c(/C=C/c5ccc(O)cc5)c2)c6ccc(O)cc6)[C@H](O)[C@@H](O)[C@@H]1O	InChI=1S/C34H32O11/c35-16-27-30(40)31(41)32(42)34(45-27)43-25-13-19(4-1-17-2-7-21(36)8-3-17)28-26(15-25)44-33(18-5-9-22(37)10-6-18)29(28)20-11-23(38)14-24(39)12-20/h1-15,27,29-42H,16H2/b4-1+/t27-,29+,30-,31+,32-,33-,34-/m1/s1	NHYFNLFVNSLRES-YNVKLIFMSA-N	46890010	NONE	1082598	C34H32O11	616.61	0	77	7	82
24L	4-{4-[({[(9aS)-8-acetyl-1,7-dihydroxy-3-methoxy-9a-methyl-9-oxo-9,9a-dihydrodibenzo[b,d]furan-4-yl]carbonyl}amino)methyl]naphthalen-2-yl}butanoic acid	4-[4-[[[(9aS)-8-ethanoyl-3-methoxy-9a-methyl-1,7-bis(oxidanyl)-9-oxidanylidene-dibenzofuran-4-yl]carbonylamino]methyl]naphthalen-2-yl]butanoic acid	COc1cc(O)c2c(OC3=CC(=C(C(C)=O)C(=O)[C@@]23C)O)c1C(=O)NCc4cc(CCCC(O)=O)cc5ccccc45	COc1cc(O)c2c(OC3=CC(=C(C(C)=O)C(=O)[C@@]23C)O)c1C(=O)NCc4cc(CCCC(O)=O)cc5ccccc45	InChI=1S/C32H29NO9/c1-16(34)26-21(35)14-24-32(2,30(26)39)28-22(36)13-23(41-3)27(29(28)42-24)31(40)33-15-19-12-17(7-6-10-25(37)38)11-18-8-4-5-9-20(18)19/h4-5,8-9,11-14,35-36H,6-7,10,15H2,1-3H3,(H,33,40)(H,37,38)/t32-/m1/s1	AIBZQPUCRUZLOJ-JGCGQSQUSA-N	56593160	NONE	1945221	C32H29NO9	571.57	0	71	1	75
2AY	N-{3-[3-tert-butyl-2-methoxy-5-(2-oxo-1,2-dihydropyridin-3-yl)phenyl]-1-oxo-1H-isochromen-7-yl}methanesulfonamide	N-[3-[3-tert-butyl-2-methoxy-5-(2-oxidanylidene-1H-pyridin-3-yl)phenyl]-1-oxidanylidene-isochromen-7-yl]methanesulfonamide	COc1c(cc(cc1C(C)(C)C)C2=CC=CNC2=O)C3=Cc4ccc(N[S](C)(=O)=O)cc4C(=O)O3	COc1c(cc(cc1C(C)(C)C)C2=CC=CNC2=O)C3=Cc4ccc(N[S](C)(=O)=O)cc4C(=O)O3	InChI=1S/C26H26N2O6S/c1-26(2,3)21-12-16(18-7-6-10-27-24(18)29)11-20(23(21)33-4)22-13-15-8-9-17(28-35(5,31)32)14-19(15)25(30)34-22/h6-14,28H,1-5H3,(H,27,29)	KFKYTAVFBQWLAZ-UHFFFAOYSA-N	49822093	NONE	2431465	C26H26N2O6S	494.56	0	61	0	64
